% ARFF file for Verbmobil
% Phoneme: Q
%
@relation glottal_stop

% List of attributes:
%
% Duration is expressed in milliseconds
@attribute phoneme { Q }
@attribute filename string
@attribute speech_position { Start_word, Middle_word, End_word }
@attribute word { ITJ, APPO, PRF, PPER, KOUI, PIAT, CARD, APPRART, PWAV, PTKA, VAFIN, ORD, Unterkunfts, ART, NN, PIDAT, VVINF, PTKVZ, KON, VMFIN, APPR, PPOSAT, VVFIN, ADV, ADJD, NE, KOUS, SPELL, <aehm>, al, PIS, ADJA, PDS, <aeh>, VVPP,  }
@attribute pause { near_pause, no_pause }
@attribute stress { none, p_stress, s_stress }
@attribute overlapping { 1, 0 }
@attribute speech_rate_pho numeric
@attribute speech_rate_w numeric
@attribute speech_rate_msyl numeric
@attribute speech_rate_ksyl numeric
@attribute word_position {0, 1}
@attribute duration numeric

@data
Q, g324acn2_001_AJW.par, Middle_word, PPER, no_pause, p_stress, 0, 13.3, 2.1, 5.7, 6.7, 0, 39.94
Q, g324acn2_003_AJW.par, Middle_word, KON, no_pause, p_stress, 0, 14.6, 1.7, 6.8, 7.3, 0, 79.94
Q, g324acn2_008_AJW.par, Middle_word, NN, no_pause, none, 1, 13.1, 0.9, 5.5, 6.4, 1, 29.94
Q, g324acn2_008_AJW.par, Middle_word, <aehm>, no_pause, p_stress, 0, 13.1, 0.3, 5.5, 6.4, 0, 29.94
Q, g324acn2_008_AJW.par, Middle_word, APPRART, no_pause, p_stress, 0, 13.1, 0.8, 5.5, 6.4, 0, 39.94
Q, g324acn2_025_AJW.par, Middle_word, APPRART, no_pause, p_stress, 0, 11.6, 0.4, 4.7, 5.6, 0, 59.94
Q, g325acn1_000_AJV.par, Start_word, <aehm>, near_pause, p_stress, 0, 13.7, 0.9, 6.0, 7.7, 0, 49.94
Q, g325acn1_002_AJV.par, Start_word, PPER, near_pause, p_stress, 0, 12.7, 1.3, 5.2, 7.1, 0, 39.94
Q, g325acn1_002_AJV.par, Middle_word, KON, no_pause, p_stress, 0, 12.7, 2.1, 5.2, 7.1, 0, 29.94
Q, g325acn1_002_AJV.par, Middle_word, <aehm>, no_pause, p_stress, 0, 12.7, 0.5, 5.2, 7.1, 0, 39.94
Q, g325acn1_004_AJV.par, Middle_word, APPR, no_pause, none, 0, 13.6, 1.2, 6.1, 6.8, 0, 59.94
Q, g325acn1_004_AJV.par, Middle_word, NN, no_pause, p_stress, 0, 13.6, 1.2, 6.1, 6.8, 0, 49.94
Q, g325acn1_006_AJV.par, Start_word, PPER, near_pause, p_stress, 0, 14.2, 2.5, 5.9, 6.6, 0, 29.94
Q, g325acn1_006_AJV.par, Middle_word, NN, no_pause, p_stress, 0, 14.2, 1.0, 5.9, 6.6, 0, 79.94
Q, g325acn1_012_AJV.par, Middle_word, APPRART, no_pause, p_stress, 0, 11.8, 1.8, 5.2, 5.4, 0, 39.94
Q, g325acn1_012_AJV.par, Middle_word, <aeh>, no_pause, p_stress, 0, 11.8, 0.5, 5.2, 5.4, 0, 29.94
Q, g325acn1_020_AJV.par, Start_word, ORD, near_pause, p_stress, 0, 13.5, 1.5, 5.7, 6.7, 0, 29.94
Q, g325acn1_020_AJV.par, Middle_word, KON, no_pause, p_stress, 0, 13.5, 0.8, 5.7, 6.7, 0, 119.94
Q, g325acn1_022_AJV.par, Middle_word, ITJ, no_pause, none, 0, 15.7, 1.1, 7.1, 8.6, 0, 29.94
Q, g325acn1_024_AJV.par, Start_word, ITJ, near_pause, p_stress, 0, 12.9, 0.9, 5.7, 6.6, 0, 69.94
Q, g325acn1_024_AJV.par, End_word, CARD, no_pause, p_stress, 0, 12.9, 0.8, 5.7, 6.6, 0, 79.94
Q, g325acn1_029_AJV.par, Start_word, ITJ, near_pause, none, 1, 11.4, 1.0, 8.6, 8.6, 0, 29.94
Q, g325acn1_032_AJV.par, Middle_word, CARD, no_pause, p_stress, 0, 13.5, 0.9, 5.2, 6.2, 0, 39.94
Q, g325acn1_035_AJV.par, Start_word, ITJ, no_pause, none, 1, 5.6, 1.1, 3.2, 3.2, 0, 29.94
Q, g325acn1_037_AJV.par, Start_word, ITJ, near_pause, none, 0, 12.2, 0.9, 5.8, 7.0, 0, 39.94
Q, g325acn1_037_AJV.par, Middle_word, VVPP, no_pause, p_stress, 0, 12.2, 0.9, 5.8, 7.0, 0, 89.94
Q, g325acn1_037_AJV.par, End_word, APPRART, no_pause, p_stress, 0, 12.2, 0.7, 5.8, 7.0, 0, 49.94
Q, g325acn1_041_AJV.par, Start_word, ITJ, near_pause, none, 0, 11.4, 0.9, 5.7, 5.7, 0, 49.94
Q, g325acn2_003_AJW.par, Middle_word, PPER, no_pause, p_stress, 0, 12.8, 1.4, 5.3, 6.7, 0, 39.94
Q, g325acn2_003_AJW.par, Middle_word, NN, no_pause, p_stress, 0, 12.8, 1.0, 5.3, 6.7, 0, 89.94
Q, g325acn2_003_AJW.par, Middle_word, KON, no_pause, p_stress, 0, 12.8, 1.0, 5.3, 6.7, 0, 39.94
Q, g325acn2_009_AJW.par, Start_word, KON, near_pause, p_stress, 0, 9.3, 0.5, 3.9, 6.2, 0, 29.94
Q, g325acn2_013_AJW.par, Start_word, ITJ, near_pause, p_stress, 0, 13.1, 1.1, 7.5, 10.3, 0, 29.94
Q, g325acn2_015_AJW.par, Start_word, PPER, near_pause, p_stress, 0, 11.4, 2.8, 4.9, 6.8, 0, 29.94
Q, g325acn2_015_AJW.par, Middle_word, ORD, no_pause, p_stress, 0, 11.4, 0.9, 4.9, 6.8, 0, 39.94
Q, g325acn2_015_AJW.par, Middle_word, ORD, no_pause, p_stress, 0, 11.4, 1.1, 4.9, 6.8, 0, 39.94
Q, g325acn2_021_AJW.par, Start_word, PPER, near_pause, p_stress, 0, 17.3, 2.1, 7.0, 8.0, 0, 29.94
Q, g325acn2_023_AJW.par, Middle_word, KON, no_pause, p_stress, 0, 11.9, 1.2, 4.8, 5.9, 0, 129.94
Q, g325acn2_025_AJW.par, Start_word, CARD, near_pause, p_stress, 0, 15.4, 1.0, 6.4, 7.0, 0, 29.94
Q, g325acn2_025_AJW.par, Middle_word, VMFIN, no_pause, none, 0, 15.4, 1.4, 6.4, 7.0, 1, 29.94
Q, g325acn2_036_AJW.par, Start_word, KON, near_pause, p_stress, 0, 16.0, 1.7, 6.7, 10.1, 0, 29.94
Q, g325acn2_038_AJW.par, Start_word, APPRART, near_pause, p_stress, 0, 14.5, 1.8, 6.6, 9.2, 0, 39.94
Q, g331acn1_002_AJY.par, End_word, ADJA, no_pause, s_stress, 0, 16.3, 1.3, 7.0, 7.5, 0, 59.94
Q, g331acn1_004_AJY.par, Middle_word, NN, no_pause, p_stress, 0, 15.3, 1.2, 6.4, 8.8, 0, 69.94
Q, g331acn1_004_AJY.par, Middle_word, APPRART, no_pause, p_stress, 0, 15.3, 0.7, 6.4, 8.8, 0, 49.94
Q, g331acn1_004_AJY.par, Middle_word, <aeh>, no_pause, p_stress, 0, 15.3, 1.2, 6.4, 8.8, 0, 39.94
Q, g331acn1_004_AJY.par, Middle_word, APPRART, no_pause, p_stress, 0, 15.3, 1.4, 6.4, 8.8, 0, 99.94
Q, g331acn1_008_AJY.par, Start_word, ORD, near_pause, p_stress, 0, 15.9, 1.0, 5.7, 5.7, 0, 99.94
Q, g331acn1_009_AJY.par, Middle_word, KON, no_pause, p_stress, 0, 15.4, 1.3, 5.8, 7.5, 0, 39.94
Q, g331acn1_011_AJY.par, Start_word, ITJ, near_pause, p_stress, 0, 14.3, 1.5, 7.9, 7.9, 0, 49.94
Q, g331acn1_012_AJY.par, Start_word, ITJ, near_pause, none, 0, 17.5, 0.9, 6.7, 9.1, 0, 49.94
Q, g331acn1_014_AJY.par, Start_word, ADV, near_pause, p_stress, 0, 17.1, 0.9, 6.1, 8.3, 0, 39.94
Q, g331acn1_016_AJY.par, Start_word, KON, near_pause, p_stress, 1, 9.4, 0.5, 3.9, 4.7, 0, 49.94
Q, g331acn1_018_AJY.par, Start_word, CARD, near_pause, p_stress, 0, 12.3, 0.8, 7.7, 9.2, 0, 179.94
Q, g331acn1_019_AJY.par, Start_word, APPR, no_pause, p_stress, 0, 15.1, 1.2, 5.7, 6.8, 0, 79.94
Q, g331acn1_023_AJY.par, Middle_word, <aehm>, no_pause, p_stress, 0, 11.5, 0.6, 4.6, 5.6, 0, 59.94
Q, g331acn1_029_AJY.par, Start_word, PWAV, near_pause, p_stress, 0, 11.4, 0.4, 4.9, 8.1, 0, 39.94
Q, g331acn1_031_AJY.par, Middle_word, NN, no_pause, none, 0, 15.4, 1.2, 7.3, 9.4, 1, 29.94
Q, g331acn1_031_AJY.par, Middle_word, NN, no_pause, none, 0, 15.4, 1.6, 7.3, 9.4, 1, 29.94
Q, g331acn1_033_AJY.par, End_word, NN, no_pause, p_stress, 0, 17.6, 1.0, 7.7, 11.1, 0, 39.94
Q, g331acn1_035_AJY.par, Start_word, ITJ, near_pause, none, 1, 9.3, 0.9, 7.0, 7.0, 0, 29.94
Q, g331acn1_038_AJY.par, Start_word, APPRART, near_pause, p_stress, 0, 18.8, 1.5, 6.3, 6.3, 0, 39.94
Q, g331acn1_039_AJY.par, Start_word, APPR, no_pause, none, 0, 9.6, 1.0, 4.6, 5.0, 0, 59.94
Q, g331acn2_003_AJX.par, Start_word, PTKVZ, no_pause, p_stress, 0, 12.8, 0.5, 5.0, 6.1, 0, 179.94
Q, g331acn2_003_AJX.par, Middle_word, PTKVZ, no_pause, none, 0, 12.8, 0.5, 5.0, 6.1, 0, 189.94
Q, g331acn2_003_AJX.par, Middle_word, APPRART, no_pause, p_stress, 0, 12.8, 1.5, 5.0, 6.1, 0, 39.94
Q, g331acn2_003_AJX.par, Middle_word, NN, no_pause, none, 0, 12.8, 0.5, 5.0, 6.1, 0, 59.94
Q, g331acn2_003_AJX.par, Middle_word, APPRART, no_pause, p_stress, 0, 12.8, 0.8, 5.0, 6.1, 0, 109.94
Q, g331acn2_003_AJX.par, Middle_word, KON, no_pause, p_stress, 0, 12.8, 1.0, 5.0, 6.1, 0, 109.94
Q, g331acn2_007_AJX.par, Start_word, ADJA, near_pause, p_stress, 0, 12.2, 0.7, 5.2, 6.1, 0, 59.94
Q, g331acn2_007_AJX.par, Start_word, ADV, no_pause, p_stress, 0, 12.2, 1.5, 5.2, 6.1, 0, 59.94
Q, g331acn2_007_AJX.par, Middle_word, APPRART, no_pause, p_stress, 0, 12.2, 0.6, 5.2, 6.1, 0, 129.94
Q, g331acn2_007_AJX.par, Middle_word, APPRART, no_pause, p_stress, 0, 12.2, 0.9, 5.2, 6.1, 0, 49.94
Q, g331acn2_007_AJX.par, Middle_word, <aeh>, no_pause, p_stress, 0, 12.2, 1.1, 5.2, 6.1, 0, 49.94
Q, g331acn2_007_AJX.par, Middle_word, ORD, no_pause, p_stress, 0, 12.2, 1.1, 5.2, 6.1, 0, 89.94
Q, g331acn2_007_AJX.par, Middle_word, ORD, no_pause, p_stress, 0, 12.2, 0.9, 5.2, 6.1, 0, 119.94
Q, g331acn2_007_AJX.par, Middle_word, <aeh>, no_pause, p_stress, 0, 12.2, 0.7, 5.2, 6.1, 0, 89.94
Q, g331acn2_007_AJX.par, Middle_word, PPER, no_pause, p_stress, 0, 12.2, 1.7, 5.2, 6.1, 0, 49.94
Q, g331acn2_007_AJX.par, Middle_word, KON, no_pause, p_stress, 0, 12.2, 1.3, 5.2, 6.1, 0, 89.94
Q, g331acn2_007_AJX.par, Middle_word, <aeh>, no_pause, p_stress, 0, 12.2, 0.7, 5.2, 6.1, 0, 49.94
Q, g331acn2_010_AJX.par, Middle_word, ART, no_pause, p_stress, 0, 14.9, 0.5, 6.7, 8.1, 0, 49.94
Q, g331acn2_010_AJX.par, Middle_word, <aeh>, no_pause, p_stress, 0, 14.9, 0.6, 6.7, 8.1, 0, 59.94
Q, g331acn2_010_AJX.par, Middle_word, ADV, no_pause, p_stress, 0, 14.9, 1.5, 6.7, 8.1, 0, 109.94
Q, g331acn2_010_AJX.par, Middle_word, PTKA, no_pause, p_stress, 0, 14.9, 1.3, 6.7, 8.1, 0, 29.94
Q, g331acn2_017_AJX.par, Middle_word, ADV, no_pause, p_stress, 0, 13.0, 0.9, 5.3, 7.0, 0, 69.94
Q, g331acn2_017_AJX.par, Middle_word, PPER, no_pause, p_stress, 0, 13.0, 2.0, 5.3, 7.0, 0, 29.94
Q, g331acn2_017_AJX.par, Middle_word, KOUI, no_pause, p_stress, 0, 13.0, 0.7, 5.3, 7.0, 0, 49.94
Q, g331acn2_022_AJX.par, Middle_word, <aeh>, no_pause, p_stress, 0, 12.6, 0.7, 5.1, 5.8, 0, 49.94
Q, g331acn2_022_AJX.par, Middle_word, <aehm>, no_pause, p_stress, 0, 12.6, 0.5, 5.1, 5.8, 0, 39.94
Q, g331acn2_022_AJX.par, Middle_word, <aeh>, no_pause, p_stress, 0, 12.6, 0.8, 5.1, 5.8, 0, 79.94
Q, g331acn2_022_AJX.par, Middle_word, PIS, no_pause, p_stress, 0, 12.6, 1.3, 5.1, 5.8, 0, 49.94
Q, g331acn2_022_AJX.par, Middle_word, PPER, no_pause, p_stress, 0, 12.6, 1.4, 5.1, 5.8, 0, 29.94
Q, g331acn2_022_AJX.par, End_word, <aeh>, no_pause, p_stress, 1, 12.6, 0.5, 5.1, 5.8, 0, 39.94
Q, g331acn2_024_AJX.par, Start_word, ADV, near_pause, p_stress, 1, 15.8, 1.1, 6.0, 8.6, 0, 79.94
Q, g331acn2_024_AJX.par, Middle_word, ADJD, no_pause, p_stress, 0, 15.8, 1.0, 6.0, 8.6, 0, 29.94
Q, g331acn2_024_AJX.par, Middle_word, NN, no_pause, p_stress, 0, 15.8, 1.6, 6.0, 8.6, 0, 39.94
Q, g331acn2_026_AJX.par, Middle_word, ADV, no_pause, none, 0, 14.9, 1.2, 5.4, 8.0, 0, 29.94
Q, g331acn2_026_AJX.par, Middle_word, NN, no_pause, p_stress, 0, 14.9, 1.1, 5.4, 8.0, 0, 29.94
Q, g331acn2_032_AJX.par, Middle_word, APPR, no_pause, none, 0, 15.4, 1.4, 6.4, 8.1, 0, 79.94
Q, g331acn2_036_AJX.par, Middle_word, APPRART, no_pause, p_stress, 0, 14.2, 0.8, 5.7, 6.8, 0, 39.94
Q, g331acn2_036_AJX.par, Middle_word, ORD, no_pause, p_stress, 0, 14.2, 0.8, 5.7, 6.8, 0, 69.94
Q, g331acn2_036_AJX.par, Middle_word, KOUI, no_pause, p_stress, 0, 14.2, 0.5, 5.7, 6.8, 0, 119.94
Q, g331acn2_036_AJX.par, Middle_word, APPRART, no_pause, p_stress, 0, 14.2, 1.2, 5.7, 6.8, 0, 69.94
Q, g331acn2_036_AJX.par, Middle_word, ITJ, no_pause, none, 0, 14.2, 0.8, 5.7, 6.8, 0, 59.94
Q, g331acn2_036_AJX.par, Middle_word, APPR, no_pause, none, 0, 14.2, 1.3, 5.7, 6.8, 0, 89.94
Q, g334acn1_000_AJZ.par, Middle_word, NN, no_pause, none, 0, 13.6, 1.0, 5.6, 6.8, 0, 29.94
Q, g334acn1_000_AJZ.par, Middle_word, PTKVZ, no_pause, p_stress, 0, 13.6, 1.2, 5.6, 6.8, 0, 29.94
Q, g334acn1_000_AJZ.par, Middle_word, <aeh>, no_pause, p_stress, 0, 13.6, 0.8, 5.6, 6.8, 0, 109.94
Q, g334acn1_000_AJZ.par, Middle_word, KON, no_pause, p_stress, 0, 13.6, 1.0, 5.6, 6.8, 0, 89.94
Q, g334acn1_000_AJZ.par, End_word, VAFIN, no_pause, p_stress, 0, 13.6, 0.9, 5.6, 6.8, 0, 59.94
Q, g334acn1_002_AJZ.par, Middle_word, PPER, no_pause, p_stress, 0, 13.0, 1.3, 5.1, 6.6, 0, 29.94
Q, g334acn1_002_AJZ.par, Middle_word, ADV, no_pause, p_stress, 0, 13.0, 0.7, 5.1, 6.6, 0, 179.94
Q, g334acn1_002_AJZ.par, Middle_word, <aehm>, no_pause, p_stress, 0, 13.0, 0.6, 5.1, 6.6, 0, 59.94
Q, g334acn1_002_AJZ.par, Middle_word, PPER, no_pause, p_stress, 0, 13.0, 0.5, 5.1, 6.6, 0, 129.94
Q, g334acn1_002_AJZ.par, Middle_word, PTKA, no_pause, p_stress, 0, 13.0, 1.3, 5.1, 6.6, 0, 89.94
Q, g334acn1_002_AJZ.par, Middle_word, <aehm>, no_pause, p_stress, 0, 13.0, 0.5, 5.1, 6.6, 0, 89.94
Q, g334acn1_002_AJZ.par, Middle_word, ORD, no_pause, p_stress, 0, 13.0, 1.2, 5.1, 6.6, 0, 69.94
Q, g334acn1_007_AJZ.par, Start_word, KON, no_pause, p_stress, 0, 15.3, 2.0, 6.4, 7.3, 0, 49.94
Q, g334acn1_007_AJZ.par, Middle_word, VMFIN, no_pause, none, 0, 15.3, 1.2, 6.4, 7.3, 1, 39.94
Q, g334acn1_007_AJZ.par, Middle_word, ADV, no_pause, p_stress, 0, 15.3, 0.7, 6.4, 7.3, 0, 79.94
Q, g334acn1_007_AJZ.par, Middle_word, KON, no_pause, p_stress, 0, 15.3, 1.3, 6.4, 7.3, 0, 49.94
Q, g334acn1_007_AJZ.par, Middle_word, ADJA, no_pause, s_stress, 0, 15.3, 1.5, 6.4, 7.3, 0, 29.94
Q, g334acn1_007_AJZ.par, Middle_word, VVINF, no_pause, p_stress, 0, 15.3, 0.6, 6.4, 7.3, 0, 69.94
Q, g334acn1_007_AJZ.par, Middle_word, ART, no_pause, p_stress, 0, 15.3, 1.4, 6.4, 7.3, 0, 29.94
Q, g334acn1_007_AJZ.par, Middle_word, <aehm>, no_pause, p_stress, 0, 15.3, 0.4, 6.4, 7.3, 0, 79.94
Q, g334acn1_007_AJZ.par, Middle_word, PPER, no_pause, p_stress, 0, 15.3, 2.1, 6.4, 7.3, 0, 49.94
Q, g334acn1_010_AJZ.par, Middle_word, <aehm>, no_pause, p_stress, 0, 17.1, 0.5, 7.0, 9.4, 0, 89.94
Q, g334acn1_010_AJZ.par, Middle_word, NE, no_pause, none, 0, 17.1, 1.1, 7.0, 9.4, 1, 29.94
Q, g334acn1_012_AJZ.par, Start_word, PPER, no_pause, p_stress, 0, 13.8, 2.3, 6.2, 7.4, 0, 29.94
Q, g334acn1_012_AJZ.par, Middle_word, <aehm>, no_pause, p_stress, 0, 13.8, 0.4, 6.2, 7.4, 0, 199.94
Q, g334acn1_012_AJZ.par, Middle_word, APPR, no_pause, p_stress, 0, 13.8, 1.1, 6.2, 7.4, 0, 99.94
Q, g334acn1_012_AJZ.par, Middle_word, ADV, no_pause, p_stress, 0, 13.8, 1.5, 6.2, 7.4, 0, 89.94
Q, g334acn1_016_AJZ.par, Middle_word, KON, no_pause, p_stress, 0, 16.6, 1.7, 6.9, 8.8, 0, 39.94
Q, g334acn1_016_AJZ.par, Middle_word, APPR, no_pause, p_stress, 0, 16.6, 1.6, 6.9, 8.8, 0, 39.94
Q, g334acn1_018_AJZ.par, Middle_word, NN, no_pause, p_stress, 0, 16.4, 1.2, 6.8, 8.8, 0, 39.94
Q, g334acn1_018_AJZ.par, Middle_word, <aeh>, no_pause, p_stress, 0, 16.4, 0.9, 6.8, 8.8, 0, 39.94
Q, g334acn1_022_AJZ.par, Start_word, ITJ, near_pause, p_stress, 0, 17.2, 0.8, 7.0, 9.1, 0, 119.94
Q, g334acn1_025_AJZ.par, End_word, ADJD, no_pause, none, 0, 14.6, 1.5, 6.4, 7.3, 0, 29.94
Q, g334acn1_030_AJZ.par, Middle_word, VAFIN, no_pause, p_stress, 0, 14.5, 0.9, 6.1, 7.3, 0, 89.94
Q, g334acn1_030_AJZ.par, Middle_word, <aehm>, no_pause, p_stress, 0, 14.5, 0.6, 6.1, 7.3, 0, 59.94
Q, g334acn1_030_AJZ.par, Middle_word, APPR, no_pause, none, 0, 14.5, 1.6, 6.1, 7.3, 0, 29.94
Q, g334acn1_030_AJZ.par, Middle_word, NN, no_pause, none, 0, 14.5, 0.7, 6.1, 7.3, 1, 29.94
Q, g334acn1_030_AJZ.par, Middle_word, APPRART, no_pause, p_stress, 0, 14.5, 0.3, 6.1, 7.3, 0, 29.94
Q, g334acn1_030_AJZ.par, Middle_word, KON, no_pause, p_stress, 0, 14.5, 0.5, 6.1, 7.3, 0, 79.94
Q, g334acn1_030_AJZ.par, Middle_word, <aeh>, no_pause, p_stress, 0, 14.5, 0.4, 6.1, 7.3, 0, 39.94
Q, g334acn1_033_AJZ.par, Start_word, ITJ, near_pause, p_stress, 0, 12.0, 1.0, 5.2, 6.3, 0, 49.94
Q, g334acn1_035_AJZ.par, Middle_word, ADV, no_pause, none, 0, 19.8, 1.5, 8.8, 12.0, 1, 29.94
Q, g334acn1_037_AJZ.par, Start_word, ITJ, near_pause, p_stress, 1, 3.2, 0.4, 3.2, 3.2, 0, 29.94
Q, g334acn1_040_AJZ.par, Middle_word, KON, no_pause, p_stress, 0, 17.7, 0.6, 7.3, 8.9, 0, 109.94
Q, g334acn1_040_AJZ.par, Middle_word, APPR, no_pause, none, 0, 17.7, 2.0, 7.3, 8.9, 0, 29.94
Q, g334acn1_042_AJZ.par, Start_word, APPR, near_pause, none, 0, 20.2, 1.1, 9.6, 11.6, 0, 89.94
Q, g334acn2_001_AKA.par, Middle_word, PPER, no_pause, p_stress, 0, 15.1, 2.1, 6.2, 8.1, 0, 39.94
Q, g334acn2_005_AKA.par, Start_word, ITJ, near_pause, p_stress, 0, 13.8, 1.7, 5.7, 7.2, 0, 49.94
Q, g334acn2_005_AKA.par, Middle_word, PPER, no_pause, none, 0, 13.8, 1.0, 5.7, 7.2, 1, 169.94
Q, g334acn2_009_AKA.par, Start_word, PPER, near_pause, p_stress, 0, 15.5, 2.0, 6.9, 8.1, 0, 49.94
Q, g334acn2_009_AKA.par, Middle_word, <aehm>, no_pause, p_stress, 0, 15.5, 0.3, 6.9, 8.1, 0, 109.94
Q, g334acn2_009_AKA.par, Middle_word, PPER, no_pause, p_stress, 0, 15.5, 0.4, 6.9, 8.1, 0, 269.94
Q, g334acn2_009_AKA.par, Middle_word, <aeh>, no_pause, p_stress, 0, 15.5, 1.2, 6.9, 8.1, 0, 29.94
Q, g334acn2_009_AKA.par, Middle_word, PTKVZ, no_pause, p_stress, 0, 15.5, 0.7, 6.9, 8.1, 0, 49.94
Q, g334acn2_009_AKA.par, Middle_word, PPOSAT, no_pause, p_stress, 0, 15.5, 1.5, 6.9, 8.1, 0, 79.94
Q, g334acn2_009_AKA.par, End_word, APPRART, no_pause, p_stress, 0, 15.5, 1.5, 6.9, 8.1, 0, 39.94
Q, g334acn2_014_AKA.par, Start_word, ITJ, near_pause, p_stress, 0, 15.3, 1.4, 6.4, 8.5, 0, 89.94
Q, g334acn2_014_AKA.par, Middle_word, PTKVZ, no_pause, p_stress, 0, 15.3, 0.7, 6.4, 8.5, 0, 29.94
Q, g334acn2_014_AKA.par, Middle_word, KON, no_pause, p_stress, 0, 15.3, 1.4, 6.4, 8.5, 0, 99.94
Q, g334acn2_014_AKA.par, Middle_word, ADV, no_pause, p_stress, 0, 15.3, 1.7, 6.4, 8.5, 0, 49.94
Q, g334acn2_021_AKA.par, Middle_word, ADJA, no_pause, p_stress, 0, 12.5, 1.3, 5.1, 6.4, 0, 29.94
Q, g334acn2_021_AKA.par, Middle_word, ADJA, no_pause, p_stress, 0, 12.5, 1.2, 5.1, 6.4, 0, 89.94
Q, g334acn2_021_AKA.par, Middle_word, APPRART, no_pause, p_stress, 0, 12.5, 1.0, 5.1, 6.4, 0, 39.94
Q, g334acn2_021_AKA.par, Middle_word, <aehm>, no_pause, p_stress, 0, 12.5, 0.3, 5.1, 6.4, 0, 59.94
Q, g334acn2_021_AKA.par, Middle_word, ART, no_pause, p_stress, 0, 12.5, 1.4, 5.1, 6.4, 0, 49.94
Q, g334acn2_021_AKA.par, Middle_word, NE, no_pause, none, 0, 12.5, 0.7, 5.1, 6.4, 0, 59.94
Q, g334acn2_021_AKA.par, Middle_word, NE, no_pause, none, 0, 12.5, 0.7, 5.1, 6.4, 0, 179.94
Q, g334acn2_028_AKA.par, Middle_word, KON, no_pause, p_stress, 0, 13.6, 1.8, 6.6, 7.5, 0, 49.94
Q, g334acn2_032_AKA.par, End_word, NE, no_pause, none, 0, 12.5, 0.8, 6.4, 7.1, 1, 29.94
Q, g334acn2_034_AKA.par, End_word, VVPP, no_pause, none, 0, 10.5, 0.7, 5.0, 5.9, 0, 49.94
Q, g334acn2_036_AKA.par, Start_word, ITJ, near_pause, p_stress, 0, 14.4, 0.9, 6.2, 7.8, 0, 79.94
Q, g334acn2_041_AKA.par, End_word, APPR, no_pause, none, 0, 16.5, 1.0, 7.1, 8.5, 0, 169.94
Q, g341acn1_000_AKD.par, Start_word, ITJ, near_pause, p_stress, 0, 12.8, 1.0, 5.2, 5.6, 0, 89.94
Q, g341acn1_000_AKD.par, Middle_word, PPOSAT, no_pause, p_stress, 0, 12.8, 0.8, 5.2, 5.6, 0, 129.94
Q, g341acn1_000_AKD.par, Middle_word, PRF, no_pause, p_stress, 0, 12.8, 1.2, 5.2, 5.6, 0, 39.94
Q, g341acn1_003_AKD.par, Middle_word, ADV, no_pause, p_stress, 0, 10.9, 0.5, 5.3, 6.2, 0, 179.94
Q, g341acn1_003_AKD.par, Middle_word, APPRART, no_pause, p_stress, 0, 10.9, 0.4, 5.3, 6.2, 0, 89.94
Q, g341acn1_003_AKD.par, Middle_word, NN, no_pause, none, 0, 10.9, 1.0, 5.3, 6.2, 0, 59.94
Q, g341acn1_003_AKD.par, Middle_word, ADV, no_pause, p_stress, 0, 10.9, 1.6, 5.3, 6.2, 0, 59.94
Q, g341acn1_003_AKD.par, Middle_word, NN, no_pause, p_stress, 0, 10.9, 1.0, 5.3, 6.2, 0, 49.94
Q, g341acn1_003_AKD.par, Middle_word, ADJD, no_pause, none, 0, 10.9, 0.9, 5.3, 6.2, 0, 29.94
Q, g341acn1_003_AKD.par, Middle_word, APPR, no_pause, none, 0, 10.9, 0.5, 5.3, 6.2, 0, 139.94
Q, g341acn1_003_AKD.par, End_word, ADV, no_pause, p_stress, 0, 10.9, 1.4, 5.3, 6.2, 0, 49.94
Q, g341acn1_007_AKD.par, Start_word, ITJ, near_pause, p_stress, 0, 13.5, 0.7, 6.1, 7.3, 0, 89.94
Q, g341acn1_007_AKD.par, Middle_word, <aehm>, no_pause, p_stress, 0, 13.5, 0.7, 6.1, 7.3, 0, 69.94
Q, g341acn1_007_AKD.par, Middle_word, NN, no_pause, p_stress, 0, 13.5, 1.5, 6.1, 7.3, 0, 29.94
Q, g341acn1_009_AKD.par, Start_word, ITJ, near_pause, p_stress, 0, 6.8, 1.1, 4.1, 4.1, 0, 59.94
Q, g341acn1_010_AKD.par, Start_word, ITJ, near_pause, p_stress, 0, 12.8, 1.2, 5.9, 6.8, 0, 99.94
Q, g341acn1_010_AKD.par, Middle_word, APPRART, no_pause, p_stress, 0, 12.8, 1.8, 5.9, 6.8, 0, 59.94
Q, g341acn1_010_AKD.par, Middle_word, KON, no_pause, p_stress, 0, 12.8, 1.2, 5.9, 6.8, 0, 109.94
Q, g341acn1_010_AKD.par, Middle_word, NN, no_pause, p_stress, 0, 12.8, 0.8, 5.9, 6.8, 0, 89.94
Q, g341acn1_010_AKD.par, Middle_word, <aehm>, no_pause, p_stress, 0, 12.8, 0.5, 5.9, 6.8, 0, 79.94
Q, g341acn1_015_AKD.par, Start_word, ITJ, near_pause, p_stress, 0, 6.5, 1.7, 1.6, 1.6, 0, 29.94
Q, g341acn1_029_AKD.par, Start_word, ADV, no_pause, p_stress, 0, 14.6, 1.3, 6.8, 8.3, 0, 89.94
Q, g341acn1_029_AKD.par, Middle_word, <aehm>, no_pause, p_stress, 0, 14.6, 0.8, 6.8, 8.3, 0, 99.94
