% ARFF file for Verbmobil
% Phoneme: all_vowels
%
@relation all_vowels

% List of attributes:
%
% Duration is expressed in milliseconds
@attribute phoneme { a, a~, e, E, I, i, O, o, U, u, Y, y, 9, 2, @, 6, a:, a~:, e:, E:, i:, o:, u:, y:, 2:, OY, aU, aI }
@attribute filename string
@attribute speech_position { Start_word, Middle_word, End_word }
@attribute word { ze, PDS, gla, g, gib, t, ADJD, fuen, APPRART, KOKOM, VAFIN, Zu, wa, v, ADV, PRELS, ART, VMFIN, VVIZU, KOUS, APPO, Unterkunfts, PWAT, VAINF, Bla-Damm, m, f, ge, PRF, Marriott-Ho, Flugzeig, VVIMP, TRUNC, Au, ORD, dorten, VVPP, Fro, PTKA, PTKNEG, Ma, de, PTKVZ, VVFIN, VAPP, he, Prinzen, PWAV, Flieg, PIS, Mittw, APPR, CARD, PAV, <aehm>, PIDAT, tschamtatam, Flu, h, no, PTKANT, PPOSAT, VMINF, ueber, <aeh>, PTKZU, PPER, FW, PDAT, ADJA, so, PWS, PIAT, NN, mo, VVINF, Mont, ITJ, Rueckf, Wieder, to, bescha, k, KON, KOUI, Anfa, schlech, SPELL, Rueckscha, NE, al, F, au,  }
@attribute pause { near_pause, no_pause }
@attribute stress { none, p_stress, s_stress }
@attribute overlapping { overlapped, not_overlapped }
@attribute speech_rate_pho numeric
@attribute speech_rate_w numeric
@attribute speech_rate_msyl numeric
@attribute speech_rate_ksyl numeric
@attribute duration numeric

@data
I, g413acn2_037_AKI.par, Middle_word, PPER, no_pause, p_stress, not_overlapped, 9.9, 170.0, 4.3, 4.4, 29.94
I, g413acn2_037_AKI.par, Middle_word, ADJD, no_pause, none, not_overlapped, 9.9, 170.0, 4.3, 4.4, 149.94
I, g413acn2_040_AKI.par, Middle_word, PPER, no_pause, p_stress, not_overlapped, 8.6, 152.8, 3.7, 3.8, 39.94
I, g413acn2_040_AKI.par, Middle_word, PTKNEG, no_pause, p_stress, not_overlapped, 8.6, 152.8, 3.7, 3.8, 59.94
I, g413acn2_040_AKI.par, Middle_word, PPER, no_pause, p_stress, not_overlapped, 8.6, 152.8, 3.7, 3.8, 69.94
I, g413acn2_040_AKI.par, Middle_word, VAFIN, no_pause, p_stress, overlapped, 8.6, 152.8, 3.7, 3.8, 119.94
I, g413acn2_043_AKI.par, Middle_word, ADJA, no_pause, s_stress, not_overlapped, 11.0, 207.0, 4.3, 4.8, 29.94
I, g413acn2_043_AKI.par, End_word, ADJA, no_pause, s_stress, not_overlapped, 11.0, 207.0, 4.3, 4.8, 29.94
I, g413acn2_048_AKI.par, Middle_word, PPER, no_pause, p_stress, not_overlapped, 11.3, 203.7, 4.2, 5.2, 99.94
I, g413acn2_048_AKI.par, Middle_word, ADV, no_pause, p_stress, not_overlapped, 11.3, 203.7, 4.2, 5.2, 29.94
I, g413acn2_048_AKI.par, Middle_word, ADV, no_pause, p_stress, not_overlapped, 11.3, 203.7, 4.2, 5.2, 29.94
I, g413acn2_054_AKI.par, Start_word, PPER, no_pause, p_stress, not_overlapped, 14.2, 247.1, 6.8, 7.4, 69.94
I, g413acn2_054_AKI.par, Middle_word, APPR, no_pause, none, not_overlapped, 14.2, 247.1, 6.8, 7.4, 79.94
I, g413acn2_054_AKI.par, Middle_word, PPER, no_pause, p_stress, not_overlapped, 14.2, 247.1, 6.8, 7.4, 39.94
I, g413acn2_061_AKI.par, Middle_word, PPER, no_pause, p_stress, not_overlapped, 11.5, 223.8, 4.4, 5.2, 79.94
I, g413acn2_061_AKI.par, Middle_word, APPR, no_pause, none, not_overlapped, 11.5, 223.8, 4.4, 5.2, 49.94
I, g413acn2_065_AKI.par, Middle_word, APPR, no_pause, none, not_overlapped, 7.6, 119.6, 3.2, 3.2, 29.94
I, g419acn1_001_ALW.par, Start_word, VVFIN, no_pause, p_stress, not_overlapped, 7.2, 123.8, 2.1, 2.1, 39.94
I, g419acn1_002_ALW.par, Middle_word, PPER, no_pause, p_stress, not_overlapped, 15.2, 256.3, 6.1, 6.5, 59.94
I, g419acn1_002_ALW.par, Middle_word, PPER, no_pause, p_stress, not_overlapped, 15.2, 256.3, 6.1, 6.5, 99.94
I, g419acn1_002_ALW.par, Middle_word, NE, no_pause, none, not_overlapped, 15.2, 256.3, 6.1, 6.5, 39.94
I, g419acn1_002_ALW.par, Middle_word, PPER, no_pause, p_stress, not_overlapped, 15.2, 256.3, 6.1, 6.5, 39.94
I, g419acn1_002_ALW.par, End_word, PTKNEG, no_pause, p_stress, overlapped, 15.2, 256.3, 6.1, 6.5, 329.94
I, g419acn1_007_ALW.par, Start_word, ADV, near_pause, p_stress, not_overlapped, 12.4, 169.8, 4.4, 4.9, 29.94
I, g419acn1_007_ALW.par, Middle_word, PRF, no_pause, p_stress, not_overlapped, 12.4, 169.8, 4.4, 4.9, 39.94
I, g419acn1_007_ALW.par, Middle_word, NN, no_pause, p_stress, not_overlapped, 12.4, 169.8, 4.4, 4.9, 59.94
I, g419acn1_007_ALW.par, Middle_word, APPRART, no_pause, p_stress, not_overlapped, 12.4, 169.8, 4.4, 4.9, 109.94
I, g419acn1_007_ALW.par, Middle_word, APPR, no_pause, none, not_overlapped, 12.4, 169.8, 4.4, 4.9, 39.94
I, g419acn1_007_ALW.par, Middle_word, PPER, no_pause, p_stress, not_overlapped, 12.4, 169.8, 4.4, 4.9, 49.94
I, g419acn1_007_ALW.par, End_word, ADV, no_pause, p_stress, not_overlapped, 12.4, 169.8, 4.4, 4.9, 49.94
I, g419acn1_009_ALW.par, Start_word, VAFIN, no_pause, p_stress, not_overlapped, 9.8, 152.6, 3.0, 3.0, 79.94
I, g419acn1_010_ALW.par, Middle_word, PPER, no_pause, p_stress, not_overlapped, 10.9, 173.7, 4.8, 5.4, 39.94
I, g419acn1_010_ALW.par, Middle_word, PPER, no_pause, p_stress, not_overlapped, 10.9, 173.7, 4.8, 5.4, 29.94
I, g419acn1_010_ALW.par, Middle_word, PPER, no_pause, p_stress, not_overlapped, 10.9, 173.7, 4.8, 5.4, 29.94
I, g419acn1_016_ALW.par, Middle_word, PPER, no_pause, p_stress, not_overlapped, 17.7, 353.3, 7.5, 8.6, 29.94
I, g419acn1_016_ALW.par, Middle_word, KOUS, no_pause, p_stress, not_overlapped, 17.7, 353.3, 7.5, 8.6, 49.94
I, g419acn1_016_ALW.par, Middle_word, PPER, no_pause, p_stress, not_overlapped, 17.7, 353.3, 7.5, 8.6, 39.94
I, g419acn1_016_ALW.par, End_word, PTKNEG, no_pause, p_stress, not_overlapped, 17.7, 353.3, 7.5, 8.6, 69.94
I, g419acn1_018_ALW.par, Middle_word, NN, no_pause, none, not_overlapped, 14.0, 191.6, 5.3, 5.6, 29.94
I, g419acn1_018_ALW.par, Middle_word, PPER, no_pause, p_stress, not_overlapped, 14.0, 191.6, 5.3, 5.6, 79.94
I, g419acn1_018_ALW.par, Middle_word, NN, no_pause, s_stress, not_overlapped, 14.0, 191.6, 5.3, 5.6, 49.94
I, g419acn1_018_ALW.par, Middle_word, NN, no_pause, s_stress, not_overlapped, 14.0, 191.6, 5.3, 5.6, 39.94
I, g419acn1_018_ALW.par, Middle_word, PPER, no_pause, p_stress, not_overlapped, 14.0, 191.6, 5.3, 5.6, 39.94
I, g419acn1_018_ALW.par, Middle_word, PTKNEG, no_pause, p_stress, not_overlapped, 14.0, 191.6, 5.3, 5.6, 49.94
I, g419acn1_018_ALW.par, Middle_word, PPER, no_pause, p_stress, not_overlapped, 14.0, 191.6, 5.3, 5.6, 49.94
I, g419acn1_018_ALW.par, Middle_word, ADJD, no_pause, none, not_overlapped, 14.0, 191.6, 5.3, 5.6, 49.94
I, g419acn1_018_ALW.par, Middle_word, APPR, no_pause, p_stress, not_overlapped, 14.0, 191.6, 5.3, 5.6, 49.94
I, g419acn1_018_ALW.par, Middle_word, VAFIN, no_pause, p_stress, not_overlapped, 14.0, 191.6, 5.3, 5.6, 59.94
I, g419acn1_018_ALW.par, Middle_word, VAFIN, no_pause, none, not_overlapped, 14.0, 191.6, 5.3, 5.6, 39.94
I, g419acn1_018_ALW.par, Middle_word, PPER, no_pause, p_stress, not_overlapped, 14.0, 191.6, 5.3, 5.6, 29.94
I, g419acn1_018_ALW.par, Middle_word, PTKNEG, no_pause, p_stress, not_overlapped, 14.0, 191.6, 5.3, 5.6, 29.94
I, g419acn1_018_ALW.par, Middle_word, ADJD, no_pause, none, not_overlapped, 14.0, 191.6, 5.3, 5.6, 39.94
I, g419acn1_018_ALW.par, Middle_word, APPR, no_pause, p_stress, not_overlapped, 14.0, 191.6, 5.3, 5.6, 49.94
I, g419acn1_018_ALW.par, Middle_word, ADJD, no_pause, none, not_overlapped, 14.0, 191.6, 5.3, 5.6, 49.94
I, g419acn1_018_ALW.par, Middle_word, CARD, no_pause, none, not_overlapped, 14.0, 191.6, 5.3, 5.6, 49.94
I, g419acn1_018_ALW.par, Middle_word, APPR, no_pause, none, not_overlapped, 14.0, 191.6, 5.3, 5.6, 29.94
I, g419acn1_018_ALW.par, Middle_word, CARD, no_pause, none, not_overlapped, 14.0, 191.6, 5.3, 5.6, 29.94
I, g419acn1_018_ALW.par, Middle_word, ADV, no_pause, none, not_overlapped, 14.0, 191.6, 5.3, 5.6, 39.94
I, g419acn1_018_ALW.par, Middle_word, PTKNEG, no_pause, p_stress, not_overlapped, 14.0, 191.6, 5.3, 5.6, 39.94
I, g419acn1_018_ALW.par, Middle_word, ADJD, no_pause, none, not_overlapped, 14.0, 191.6, 5.3, 5.6, 39.94
I, g419acn1_018_ALW.par, Middle_word, ADV, no_pause, none, not_overlapped, 14.0, 191.6, 5.3, 5.6, 39.94
I, g419acn1_025_ALW.par, Middle_word, VAFIN, no_pause, p_stress, not_overlapped, 16.1, 235.3, 6.0, 7.1, 29.94
I, g419acn1_025_ALW.par, Middle_word, CARD, no_pause, none, not_overlapped, 16.1, 235.3, 6.0, 7.1, 29.94
I, g419acn1_025_ALW.par, End_word, VAFIN, no_pause, p_stress, not_overlapped, 16.1, 235.3, 6.0, 7.1, 39.94
I, g419acn1_028_ALW.par, Middle_word, VVINF, no_pause, p_stress, not_overlapped, 17.4, 261.2, 6.5, 7.6, 59.94
I, g419acn1_028_ALW.par, Middle_word, VAFIN, no_pause, p_stress, not_overlapped, 17.4, 261.2, 6.5, 7.6, 39.94
I, g419acn1_028_ALW.par, Middle_word, CARD, no_pause, none, not_overlapped, 17.4, 261.2, 6.5, 7.6, 39.94
I, g419acn1_032_ALW.par, Middle_word, PPER, no_pause, p_stress, not_overlapped, 15.8, 239.0, 6.3, 6.8, 89.94
I, g419acn1_032_ALW.par, Middle_word, ADJD, no_pause, none, not_overlapped, 15.8, 239.0, 6.3, 6.8, 49.94
I, g419acn1_032_ALW.par, Middle_word, NN, no_pause, none, not_overlapped, 15.8, 239.0, 6.3, 6.8, 29.94
I, g419acn1_032_ALW.par, Middle_word, ADJA, no_pause, p_stress, not_overlapped, 15.8, 239.0, 6.3, 6.8, 49.94
I, g419acn1_032_ALW.par, Middle_word, ADJD, no_pause, none, not_overlapped, 15.8, 239.0, 6.3, 6.8, 49.94
I, g419acn1_032_ALW.par, Middle_word, ADV, no_pause, p_stress, not_overlapped, 15.8, 239.0, 6.3, 6.8, 49.94
I, g419acn1_032_ALW.par, End_word, PPER, no_pause, p_stress, not_overlapped, 15.8, 239.0, 6.3, 6.8, 79.94
I, g419acn1_041_ALW.par, Start_word, PPER, near_pause, p_stress, not_overlapped, 15.4, 274.8, 6.2, 6.7, 29.94
I, g419acn1_041_ALW.par, Middle_word, PTKNEG, no_pause, p_stress, not_overlapped, 15.4, 274.8, 6.2, 6.7, 59.94
I, g419acn1_041_ALW.par, Middle_word, VAFIN, no_pause, p_stress, not_overlapped, 15.4, 274.8, 6.2, 6.7, 39.94
I, g419acn1_041_ALW.par, Middle_word, ADJD, no_pause, none, not_overlapped, 15.4, 274.8, 6.2, 6.7, 39.94
I, g419acn1_043_ALW.par, Start_word, NE, near_pause, p_stress, overlapped, 21.2, 115.5, 5.8, 5.8, 39.94
I, g419acn1_044_ALW.par, Middle_word, VVFIN, no_pause, p_stress, not_overlapped, 17.5, 308.0, 6.2, 7.2, 39.94
I, g419acn1_046_ALW.par, Start_word, PPER, no_pause, p_stress, not_overlapped, 15.0, 254.1, 7.3, 7.3, 49.94
I, g419acn1_046_ALW.par, Middle_word, ADJD, no_pause, none, not_overlapped, 15.0, 254.1, 7.3, 7.3, 29.94
I, g419acn1_046_ALW.par, End_word, VVFIN, no_pause, p_stress, not_overlapped, 15.0, 254.1, 7.3, 7.3, 49.94
I, g419acn1_052_ALW.par, Middle_word, PPER, no_pause, p_stress, not_overlapped, 14.3, 286.0, 5.4, 6.0, 29.94
I, g419acn1_052_ALW.par, Middle_word, PRF, no_pause, p_stress, not_overlapped, 14.3, 286.0, 5.4, 6.0, 59.94
I, g419acn1_055_ALW.par, Middle_word, APPR, no_pause, none, not_overlapped, 15.2, 188.7, 5.8, 6.3, 39.94
I, g419acn2_000_ALX.par, Middle_word, PPER, no_pause, p_stress, not_overlapped, 12.8, 167.3, 5.4, 5.6, 39.94
I, g419acn2_000_ALX.par, Middle_word, PRF, no_pause, p_stress, not_overlapped, 12.8, 167.3, 5.4, 5.6, 39.94
I, g419acn2_000_ALX.par, Middle_word, APPR, no_pause, p_stress, not_overlapped, 12.8, 167.3, 5.4, 5.6, 29.94
I, g419acn2_000_ALX.par, Middle_word, PIAT, no_pause, none, not_overlapped, 12.8, 167.3, 5.4, 5.6, 59.94
I, g419acn2_000_ALX.par, Middle_word, NN, no_pause, p_stress, not_overlapped, 12.8, 167.3, 5.4, 5.6, 59.94
I, g419acn2_000_ALX.par, Middle_word, NN, no_pause, s_stress, not_overlapped, 12.8, 167.3, 5.4, 5.6, 49.94
I, g419acn2_000_ALX.par, Middle_word, APPR, no_pause, p_stress, not_overlapped, 12.8, 167.3, 5.4, 5.6, 49.94
I, g419acn2_000_ALX.par, Middle_word, APPRART, no_pause, p_stress, not_overlapped, 12.8, 167.3, 5.4, 5.6, 69.94
I, g419acn2_000_ALX.par, Middle_word, APPR, no_pause, none, not_overlapped, 12.8, 167.3, 5.4, 5.6, 59.94
I, g419acn2_000_ALX.par, Middle_word, NE, no_pause, none, not_overlapped, 12.8, 167.3, 5.4, 5.6, 99.94
I, g419acn2_000_ALX.par, Middle_word, ORD, no_pause, p_stress, not_overlapped, 12.8, 167.3, 5.4, 5.6, 39.94
I, g419acn2_005_ALX.par, Middle_word, VMFIN, no_pause, p_stress, not_overlapped, 13.1, 253.6, 5.6, 6.7, 49.94
I, g419acn2_005_ALX.par, Middle_word, PPER, no_pause, p_stress, not_overlapped, 13.1, 253.6, 5.6, 6.7, 29.94
I, g419acn2_005_ALX.par, Middle_word, PTKNEG, no_pause, p_stress, not_overlapped, 13.1, 253.6, 5.6, 6.7, 29.94
I, g419acn2_005_ALX.par, Middle_word, PIAT, no_pause, p_stress, not_overlapped, 13.1, 253.6, 5.6, 6.7, 29.94
I, g419acn2_005_ALX.par, End_word, ADJD, no_pause, none, not_overlapped, 13.1, 253.6, 5.6, 6.7, 49.94
I, g419acn2_008_ALX.par, Middle_word, VAFIN, no_pause, none, not_overlapped, 11.7, 163.0, 4.3, 4.3, 49.94
I, g419acn2_008_ALX.par, Middle_word, PPER, no_pause, p_stress, not_overlapped, 11.7, 163.0, 4.3, 4.3, 49.94
I, g419acn2_008_ALX.par, Middle_word, APPRART, no_pause, p_stress, not_overlapped, 11.7, 163.0, 4.3, 4.3, 69.94
I, g419acn2_008_ALX.par, Middle_word, PTKNEG, no_pause, p_stress, not_overlapped, 11.7, 163.0, 4.3, 4.3, 79.94
I, g419acn2_008_ALX.par, Middle_word, APPRART, no_pause, p_stress, not_overlapped, 11.7, 163.0, 4.3, 4.3, 29.94
I, g419acn2_011_ALX.par, Middle_word, VAFIN, no_pause, p_stress, not_overlapped, 13.7, 212.2, 5.2, 5.6, 59.94
I, g419acn2_011_ALX.par, Middle_word, NE, no_pause, p_stress, not_overlapped, 13.7, 212.2, 5.2, 5.6, 59.94
I, g419acn2_014_ALX.par, Middle_word, VAFIN, no_pause, p_stress, not_overlapped, 16.0, 251.2, 7.0, 7.4, 39.94
I, g419acn2_014_ALX.par, Middle_word, PPER, no_pause, p_stress, not_overlapped, 16.0, 251.2, 7.0, 7.4, 29.94
I, g419acn2_022_ALX.par, Middle_word, VAFIN, no_pause, p_stress, not_overlapped, 13.2, 291.9, 4.2, 4.2, 59.94
I, g419acn2_024_ALX.par, Middle_word, NN, no_pause, none, not_overlapped, 15.3, 229.6, 5.7, 6.8, 39.94
I, g419acn2_024_ALX.par, Middle_word, NN, no_pause, p_stress, not_overlapped, 15.3, 229.6, 5.7, 6.8, 29.94
I, g419acn2_024_ALX.par, Middle_word, PTKNEG, no_pause, p_stress, not_overlapped, 15.3, 229.6, 5.7, 6.8, 29.94
I, g419acn2_024_ALX.par, Middle_word, ADJD, no_pause, none, not_overlapped, 15.3, 229.6, 5.7, 6.8, 29.94
I, g419acn2_024_ALX.par, Middle_word, ADV, no_pause, p_stress, not_overlapped, 15.3, 229.6, 5.7, 6.8, 29.94
I, g419acn2_024_ALX.par, Middle_word, PPER, no_pause, p_stress, not_overlapped, 15.3, 229.6, 5.7, 6.8, 49.94
I, g419acn2_024_ALX.par, Middle_word, APPR, no_pause, none, not_overlapped, 15.3, 229.6, 5.7, 6.8, 49.94
I, g419acn2_024_ALX.par, Middle_word, ADJD, no_pause, none, not_overlapped, 15.3, 229.6, 5.7, 6.8, 49.94
I, g419acn2_026_ALX.par, Middle_word, ADV, no_pause, none, not_overlapped, 14.1, 208.3, 5.3, 5.8, 39.94
I, g419acn2_026_ALX.par, Middle_word, CARD, no_pause, none, not_overlapped, 14.1, 208.3, 5.3, 5.8, 49.94
I, g419acn2_026_ALX.par, Middle_word, ADJD, no_pause, none, overlapped, 14.1, 208.3, 5.3, 5.8, 69.94
I, g419acn2_026_ALX.par, Middle_word, CARD, no_pause, none, not_overlapped, 14.1, 208.3, 5.3, 5.8, 49.94
I, g419acn2_026_ALX.par, Middle_word, CARD, no_pause, none, not_overlapped, 14.1, 208.3, 5.3, 5.8, 109.94
I, g419acn2_026_ALX.par, Middle_word, VAFIN, no_pause, p_stress, not_overlapped, 14.1, 208.3, 5.3, 5.8, 39.94
I, g419acn2_026_ALX.par, End_word, ADJD, no_pause, none, not_overlapped, 14.1, 208.3, 5.3, 5.8, 29.94
I, g419acn2_030_ALX.par, Middle_word, PPER, no_pause, p_stress, not_overlapped, 16.3, 266.6, 6.1, 7.8, 29.94
I, g419acn2_030_ALX.par, Middle_word, PPER, no_pause, p_stress, not_overlapped, 16.3, 266.6, 6.1, 7.8, 29.94
I, g419acn2_030_ALX.par, Middle_word, ADV, no_pause, none, not_overlapped, 16.3, 266.6, 6.1, 7.8, 39.94
I, g419acn2_030_ALX.par, Middle_word, PPER, no_pause, p_stress, not_overlapped, 16.3, 266.6, 6.1, 7.8, 49.94
I, g419acn2_037_ALX.par, Middle_word, APPR, no_pause, p_stress, not_overlapped, 13.8, 202.5, 5.3, 5.9, 29.94
I, g419acn2_037_ALX.par, Middle_word, NE, no_pause, p_stress, not_overlapped, 13.8, 202.5, 5.3, 5.9, 59.94
I, g419acn2_037_ALX.par, Middle_word, NN, no_pause, none, not_overlapped, 13.8, 202.5, 5.3, 5.9, 49.94
I, g419acn2_037_ALX.par, Middle_word, VAFIN, no_pause, p_stress, not_overlapped, 13.8, 202.5, 5.3, 5.9, 49.94
I, g419acn2_037_ALX.par, Middle_word, NN, no_pause, none, not_overlapped, 13.8, 202.5, 5.3, 5.9, 29.94
I, g419acn2_037_ALX.par, Middle_word, ADV, no_pause, none, not_overlapped, 13.8, 202.5, 5.3, 5.9, 49.94
I, g419acn2_037_ALX.par, Middle_word, VVINF, no_pause, none, not_overlapped, 13.8, 202.5, 5.3, 5.9, 39.94
I, g419acn2_037_ALX.par, Middle_word, APPRART, no_pause, p_stress, not_overlapped, 13.8, 202.5, 5.3, 5.9, 39.94
I, g419acn2_037_ALX.par, Middle_word, NN, no_pause, none, not_overlapped, 13.8, 202.5, 5.3, 5.9, 49.94
I, g419acn2_037_ALX.par, Middle_word, PTKNEG, no_pause, p_stress, not_overlapped, 13.8, 202.5, 5.3, 5.9, 29.94
I, g419acn2_037_ALX.par, Middle_word, VAFIN, no_pause, p_stress, not_overlapped, 13.8, 202.5, 5.3, 5.9, 29.94
I, g419acn2_037_ALX.par, Middle_word, VVFIN, no_pause, none, not_overlapped, 13.8, 202.5, 5.3, 5.9, 49.94
I, g419acn2_037_ALX.par, Middle_word, VAFIN, no_pause, p_stress, not_overlapped, 13.8, 202.5, 5.3, 5.9, 79.94
I, g419acn2_037_ALX.par, Middle_word, VAFIN, no_pause, p_stress, not_overlapped, 13.8, 202.5, 5.3, 5.9, 29.94
I, g419acn2_037_ALX.par, Middle_word, ADJD, no_pause, none, not_overlapped, 13.8, 202.5, 5.3, 5.9, 49.94
I, g419acn2_037_ALX.par, End_word, NE, no_pause, p_stress, not_overlapped, 13.8, 202.5, 5.3, 5.9, 29.94
I, g419acn2_040_ALX.par, Start_word, PPER, near_pause, p_stress, not_overlapped, 21.8, 391.8, 6.5, 6.5, 29.94
I, g419acn2_040_ALX.par, End_word, PTKNEG, no_pause, p_stress, not_overlapped, 21.8, 391.8, 6.5, 6.5, 29.94
I, g419acn2_042_ALX.par, Start_word, NE, no_pause, p_stress, overlapped, 14.9, 250.2, 5.5, 6.4, 29.94
I, g419acn2_042_ALX.par, Middle_word, ADJD, no_pause, none, not_overlapped, 14.9, 250.2, 5.5, 6.4, 29.94
I, g419acn2_042_ALX.par, Middle_word, PRF, no_pause, none, not_overlapped, 14.9, 250.2, 5.5, 6.4, 29.94
I, g419acn2_042_ALX.par, Middle_word, PPER, no_pause, p_stress, not_overlapped, 14.9, 250.2, 5.5, 6.4, 59.94
I, g419acn2_042_ALX.par, Middle_word, VAFIN, no_pause, p_stress, not_overlapped, 14.9, 250.2, 5.5, 6.4, 29.94
I, g419acn2_045_ALX.par, Middle_word, PPER, no_pause, p_stress, not_overlapped, 15.4, 241.0, 6.2, 7.5, 39.94
I, g419acn2_045_ALX.par, Middle_word, NN, no_pause, p_stress, not_overlapped, 15.4, 241.0, 6.2, 7.5, 59.94
I, g419acn2_045_ALX.par, Middle_word, NN, no_pause, s_stress, not_overlapped, 15.4, 241.0, 6.2, 7.5, 49.94
I, g419acn2_045_ALX.par, Middle_word, PPER, no_pause, p_stress, not_overlapped, 15.4, 241.0, 6.2, 7.5, 69.94
I, g419acn2_045_ALX.par, Middle_word, PPER, no_pause, none, not_overlapped, 15.4, 241.0, 6.2, 7.5, 39.94
I, g419acn2_045_ALX.par, Middle_word, ADV, no_pause, p_stress, not_overlapped, 15.4, 241.0, 6.2, 7.5, 49.94
I, g419acn2_045_ALX.par, Middle_word, APPR, no_pause, none, not_overlapped, 15.4, 241.0, 6.2, 7.5, 29.94
I, g419acn2_045_ALX.par, Middle_word, VVFIN, no_pause, none, not_overlapped, 15.4, 241.0, 6.2, 7.5, 39.94
I, g419acn2_045_ALX.par, Middle_word, ADJA, no_pause, none, not_overlapped, 15.4, 241.0, 6.2, 7.5, 29.94
I, g419acn2_045_ALX.par, Middle_word, PRF, no_pause, none, not_overlapped, 15.4, 241.0, 6.2, 7.5, 39.94
I, g419acn2_047_ALX.par, Middle_word, PPER, no_pause, p_stress, not_overlapped, 13.8, 246.5, 6.0, 6.7, 29.94
I, g419acn2_047_ALX.par, Middle_word, NN, no_pause, p_stress, not_overlapped, 13.8, 246.5, 6.0, 6.7, 69.94
I, g419acn2_049_ALX.par, Middle_word, VAFIN, no_pause, p_stress, not_overlapped, 15.8, 299.3, 5.6, 6.6, 64.94
I, g419acn2_049_ALX.par, Middle_word, APPRART, no_pause, p_stress, not_overlapped, 15.8, 299.3, 5.6, 6.6, 29.94
I, g419acn2_049_ALX.par, Middle_word, PPER, no_pause, p_stress, not_overlapped, 15.8, 299.3, 5.6, 6.6, 29.94
I, g419acn2_051_ALX.par, Middle_word, PPER, no_pause, p_stress, not_overlapped, 14.1, 218.1, 5.6, 6.1, 29.94
I, g419acn2_051_ALX.par, Middle_word, PPER, no_pause, p_stress, not_overlapped, 14.1, 218.1, 5.6, 6.1, 39.94
I, g419acn2_054_ALX.par, Start_word, KOUS, no_pause, none, not_overlapped, 17.1, 271.6, 7.0, 8.6, 69.94
I, g419acn2_054_ALX.par, Middle_word, APPRART, no_pause, p_stress, not_overlapped, 17.1, 271.6, 7.0, 8.6, 39.94
I, g424acn1_003_AMA.par, Start_word, NN, near_pause, p_stress, not_overlapped, 10.2, 138.9, 4.0, 4.5, 39.94
I, g424acn1_003_AMA.par, Start_word, ORD, no_pause, p_stress, not_overlapped, 10.2, 138.9, 4.0, 4.5, 29.94
I, g424acn1_003_AMA.par, Middle_word, PPER, no_pause, p_stress, not_overlapped, 10.2, 138.9, 4.0, 4.5, 39.94
I, g424acn1_003_AMA.par, Middle_word, PTKNEG, no_pause, p_stress, not_overlapped, 10.2, 138.9, 4.0, 4.5, 109.94
I, g424acn1_003_AMA.par, Middle_word, APPR, no_pause, p_stress, not_overlapped, 10.2, 138.9, 4.0, 4.5, 79.94
I, g424acn1_003_AMA.par, End_word, ORD, no_pause, none, not_overlapped, 10.2, 138.9, 4.0, 4.5, 39.94
I, g424acn1_013_AMA.par, Start_word, PPER, no_pause, p_stress, not_overlapped, 12.1, 201.5, 4.7, 4.7, 29.94
I, g424acn1_013_AMA.par, Middle_word, APPR, no_pause, p_stress, not_overlapped, 12.1, 201.5, 4.7, 4.7, 69.94
I, g424acn1_013_AMA.par, End_word, VAFIN, no_pause, p_stress, not_overlapped, 12.1, 201.5, 4.7, 4.7, 79.94
I, g424acn1_015_AMA.par, Start_word, PPER, near_pause, p_stress, not_overlapped, 14.6, 231.0, 6.2, 8.5, 59.94
I, g424acn1_025_AMA.par, Middle_word, APPRART, no_pause, p_stress, not_overlapped, 10.4, 139.0, 4.3, 4.6, 149.94
I, g424acn1_025_AMA.par, Middle_word, APPR, no_pause, none, not_overlapped, 10.4, 139.0, 4.3, 4.6, 69.94
I, g424acn1_025_AMA.par, Middle_word, VAFIN, no_pause, p_stress, not_overlapped, 10.4, 139.0, 4.3, 4.6, 149.94
I, g424acn1_030_AMA.par, Start_word, NN, no_pause, s_stress, not_overlapped, 15.4, 160.7, 5.0, 5.4, 69.94
I, g424acn1_030_AMA.par, End_word, CARD, no_pause, none, not_overlapped, 15.4, 160.7, 5.0, 5.4, 49.94
I, g424acn2_002_AMB.par, Middle_word, VVFIN, no_pause, p_stress, not_overlapped, 14.6, 220.8, 6.2, 6.8, 39.94
I, g424acn2_002_AMB.par, Middle_word, APPR, no_pause, none, not_overlapped, 14.6, 220.8, 6.2, 6.8, 29.94
I, g424acn2_002_AMB.par, Middle_word, APPR, no_pause, p_stress, not_overlapped, 14.6, 220.8, 6.2, 6.8, 39.94
I, g424acn2_002_AMB.par, Middle_word, ADV, no_pause, none, not_overlapped, 14.6, 220.8, 6.2, 6.8, 79.94
I, g424acn2_002_AMB.par, Middle_word, ORD, no_pause, p_stress, not_overlapped, 14.6, 220.8, 6.2, 6.8, 29.94
I, g424acn2_004_AMB.par, Middle_word, PPER, no_pause, p_stress, not_overlapped, 14.9, 277.2, 5.6, 5.6, 29.94
I, g424acn2_006_AMB.par, End_word, ORD, no_pause, none, not_overlapped, 16.8, 176.7, 5.9, 6.7, 69.94
I, g424acn2_008_AMB.par, Start_word, ORD, no_pause, none, not_overlapped, 17.3, 173.3, 5.8, 6.7, 69.94
I, g424acn2_010_AMB.par, End_word, ORD, no_pause, none, not_overlapped, 16.3, 189.3, 5.4, 6.9, 49.94
