% ARFF file for Verbmobil
% Phoneme: short_a
%
@relation short_a

% List of attributes:
%
% Duration is expressed in milliseconds
@attribute phoneme { a,  }
@attribute filename string
@attribute speech_position { Start_word, Middle_word, End_word }
@attribute word { VVFIN, PWAV, wa, PIDAT, APPO, ART, NN, gla, VVPP, Rueckscha, PAV, Anfa, KOKOM, VVINF, tschamtatam, Ma, ORD, PRELS, NE, FW, PDS, APPRART, PIAT, PTKVZ, CARD, PIS, TRUNC, ADJA, PWS, VAFIN, VMFIN, KON, bescha, Bla-Damm, ITJ, al, APPR, ADV, KOUS, PTKA, ADJD,  }
@attribute pause { near_pause, no_pause }
@attribute stress { none, p_stress, s_stress }
@attribute overlapping { 1, 0 }
@attribute speech_rate_pho numeric
@attribute local_speech_rate numeric
@attribute speech_rate_msyl numeric
@attribute speech_rate_ksyl numeric
@attribute duration numeric

@data
a, g325acn2_021_AJW.par, Middle_word, VMFIN, no_pause, p_stress, 0, 17.3, 1.1, 7.0, 8.0, 29.94
a, g325acn2_021_AJW.par, Middle_word, VMFIN, no_pause, p_stress, 0, 17.3, 1.1, 7.0, 8.0, 29.94
a, g325acn2_023_AJW.par, Middle_word, NE, no_pause, none, 0, 11.9, 0.9, 4.8, 5.9, 69.94
a, g325acn2_025_AJW.par, Start_word, CARD, near_pause, p_stress, 0, 15.4, 1.0, 6.4, 7.0, 119.94
a, g325acn2_025_AJW.par, End_word, ADJA, no_pause, p_stress, 0, 15.4, 1.7, 6.4, 7.0, 39.94
a, g325acn2_027_AJW.par, Start_word, PDS, near_pause, none, 0, 18.0, 1.4, 8.0, 12.0, 59.94
a, g325acn2_028_AJW.par, Middle_word, ADV, no_pause, p_stress, 0, 13.1, 0.6, 5.3, 7.2, 109.94
a, g325acn2_028_AJW.par, Middle_word, PTKA, no_pause, p_stress, 0, 13.1, 0.4, 5.3, 7.2, 119.94
a, g325acn2_028_AJW.par, Middle_word, PWS, no_pause, p_stress, 0, 13.1, 1.9, 5.3, 7.2, 29.94
a, g325acn2_028_AJW.par, Middle_word, VAFIN, no_pause, p_stress, 0, 13.1, 1.0, 5.3, 7.2, 39.94
a, g325acn2_028_AJW.par, Middle_word, APPRART, no_pause, p_stress, 0, 13.1, 1.4, 5.3, 7.2, 49.94
a, g325acn2_034_AJW.par, Start_word, ADV, near_pause, p_stress, 0, 14.7, 0.5, 5.5, 7.0, 69.94
a, g325acn2_034_AJW.par, Middle_word, ADV, no_pause, p_stress, 0, 14.7, 1.0, 5.5, 7.0, 49.94
a, g325acn2_034_AJW.par, Middle_word, CARD, no_pause, p_stress, 0, 14.7, 0.8, 5.5, 7.0, 79.94
a, g325acn2_036_AJW.par, Middle_word, VVFIN, no_pause, p_stress, 0, 16.0, 0.7, 6.7, 10.1, 99.94
a, g325acn2_036_AJW.par, Middle_word, ADV, no_pause, p_stress, 0, 16.0, 0.8, 6.7, 10.1, 29.94
a, g325acn2_036_AJW.par, End_word, ADJA, no_pause, p_stress, 0, 16.0, 1.1, 6.7, 10.1, 79.94
a, g325acn2_038_AJW.par, Start_word, APPRART, near_pause, p_stress, 0, 14.5, 1.8, 6.6, 9.2, 29.94
a, g325acn2_038_AJW.par, Start_word, ORD, no_pause, p_stress, 0, 14.5, 0.8, 6.6, 9.2, 79.94
a, g325acn2_042_AJW.par, Middle_word, NN, no_pause, p_stress, 0, 12.9, 0.6, 5.2, 5.2, 79.94
a, g331acn1_002_AJY.par, Middle_word, ADV, no_pause, p_stress, 0, 16.3, 0.8, 7.0, 7.5, 89.94
a, g331acn1_002_AJY.par, Middle_word, NE, no_pause, none, 0, 16.3, 1.1, 7.0, 7.5, 69.94
a, g331acn1_002_AJY.par, Middle_word, VVINF, no_pause, p_stress, 0, 16.3, 1.2, 7.0, 7.5, 39.94
a, g331acn1_002_AJY.par, End_word, ADJA, no_pause, p_stress, 0, 16.3, 1.3, 7.0, 7.5, 29.94
a, g331acn1_004_AJY.par, Middle_word, VVINF, no_pause, s_stress, 0, 15.3, 1.0, 6.4, 8.8, 39.94
a, g331acn1_004_AJY.par, Middle_word, APPRART, no_pause, p_stress, 0, 15.3, 0.7, 6.4, 8.8, 109.94
a, g331acn1_004_AJY.par, Middle_word, ORD, no_pause, p_stress, 0, 15.3, 1.1, 6.4, 8.8, 39.94
a, g331acn1_004_AJY.par, Middle_word, PDS, no_pause, none, 0, 15.3, 0.9, 6.4, 8.8, 49.94
a, g331acn1_004_AJY.par, Middle_word, NN, no_pause, p_stress, 0, 15.3, 0.7, 6.4, 8.8, 109.94
a, g331acn1_004_AJY.par, Middle_word, PDS, no_pause, none, 0, 15.3, 1.2, 6.4, 8.8, 29.94
a, g331acn1_004_AJY.par, Middle_word, APPRART, no_pause, p_stress, 0, 15.3, 1.4, 6.4, 8.8, 39.94
a, g331acn1_004_AJY.par, Middle_word, APPRART, no_pause, p_stress, 0, 15.3, 1.8, 6.4, 8.8, 39.94
a, g331acn1_006_AJY.par, Middle_word, PTKA, no_pause, p_stress, 0, 15.9, 2.0, 6.3, 7.6, 29.94
a, g331acn1_006_AJY.par, Middle_word, PTKA, no_pause, p_stress, 0, 15.9, 2.0, 6.3, 7.6, 29.94
a, g331acn1_006_AJY.par, Middle_word, NE, no_pause, none, 0, 15.9, 1.0, 6.3, 7.6, 59.94
a, g331acn1_009_AJY.par, Middle_word, ADJD, no_pause, p_stress, 0, 15.4, 0.7, 5.8, 7.5, 59.94
a, g331acn1_009_AJY.par, Middle_word, PIS, no_pause, p_stress, 0, 15.4, 1.3, 5.8, 7.5, 49.94
a, g331acn1_009_AJY.par, Middle_word, ADV, no_pause, p_stress, 0, 15.4, 1.5, 5.8, 7.5, 69.94
a, g331acn1_009_AJY.par, Middle_word, CARD, no_pause, p_stress, 0, 15.4, 1.0, 5.8, 7.5, 109.94
a, g331acn1_009_AJY.par, Middle_word, CARD, no_pause, p_stress, 0, 15.4, 0.8, 5.8, 7.5, 69.94
a, g331acn1_009_AJY.par, Middle_word, PIS, no_pause, p_stress, 0, 15.4, 2.3, 5.8, 7.5, 29.94
a, g331acn1_009_AJY.par, Middle_word, ADV, no_pause, p_stress, 0, 15.4, 1.5, 5.8, 7.5, 49.94
a, g331acn1_011_AJY.par, Start_word, ITJ, near_pause, p_stress, 0, 14.3, 1.5, 7.9, 7.9, 69.94
a, g331acn1_012_AJY.par, Start_word, PDS, no_pause, none, 0, 17.5, 1.1, 6.7, 9.1, 29.94
a, g331acn1_012_AJY.par, Middle_word, ADJD, no_pause, p_stress, 0, 17.5, 1.1, 6.7, 9.1, 59.94
a, g331acn1_012_AJY.par, Middle_word, ADV, no_pause, p_stress, 0, 17.5, 0.8, 6.7, 9.1, 69.94
a, g331acn1_012_AJY.par, End_word, CARD, no_pause, p_stress, 0, 17.5, 0.8, 6.7, 9.1, 89.94
a, g331acn1_014_AJY.par, Start_word, ADV, near_pause, p_stress, 0, 17.1, 0.9, 6.1, 8.3, 89.94
a, g331acn1_014_AJY.par, Start_word, ADV, no_pause, p_stress, 0, 17.1, 0.8, 6.1, 8.3, 59.94
a, g331acn1_014_AJY.par, Middle_word, CARD, no_pause, p_stress, 0, 17.1, 1.1, 6.1, 8.3, 79.94
a, g331acn1_014_AJY.par, End_word, APPRART, no_pause, p_stress, 0, 17.1, 1.6, 6.1, 8.3, 49.94
a, g331acn1_014_AJY.par, End_word, NN, no_pause, s_stress, 0, 17.1, 0.6, 6.1, 8.3, 79.94
a, g331acn1_018_AJY.par, Start_word, CARD, near_pause, p_stress, 0, 12.3, 0.8, 7.7, 9.2, 59.94
a, g331acn1_021_AJY.par, Start_word, ADV, no_pause, p_stress, 0, 13.3, 0.8, 4.8, 6.7, 59.94
a, g331acn1_021_AJY.par, End_word, PDS, no_pause, none, 0, 13.3, 0.7, 4.8, 6.7, 69.94
a, g331acn1_023_AJY.par, Middle_word, ADJD, no_pause, p_stress, 0, 11.5, 1.2, 4.6, 5.6, 79.94
a, g331acn1_023_AJY.par, Middle_word, KOUS, no_pause, p_stress, 0, 11.5, 1.3, 4.6, 5.6, 39.94
a, g331acn1_023_AJY.par, Middle_word, ADV, no_pause, p_stress, 0, 11.5, 0.4, 4.6, 5.6, 99.94
a, g331acn1_023_AJY.par, Middle_word, PWS, no_pause, p_stress, 0, 11.5, 0.5, 4.6, 5.6, 59.94
a, g331acn1_027_AJY.par, End_word, PIAT, no_pause, p_stress, 0, 14.7, 1.7, 8.0, 10.7, 49.94
a, g331acn1_029_AJY.par, Middle_word, APPRART, no_pause, p_stress, 0, 11.4, 1.8, 4.9, 8.1, 39.94
a, g331acn1_031_AJY.par, Middle_word, ADJD, no_pause, p_stress, 0, 15.4, 1.1, 7.3, 9.4, 69.94
a, g331acn1_033_AJY.par, Middle_word, PWS, no_pause, p_stress, 0, 17.6, 1.3, 7.7, 11.1, 49.94
a, g331acn1_033_AJY.par, Middle_word, APPRART, no_pause, p_stress, 0, 17.6, 1.6, 7.7, 11.1, 29.94
a, g331acn1_033_AJY.par, End_word, VVINF, no_pause, p_stress, 0, 17.6, 1.1, 7.7, 11.1, 39.94
a, g331acn1_038_AJY.par, Start_word, APPRART, near_pause, p_stress, 0, 18.8, 1.5, 6.3, 6.3, 79.94
a, g331acn1_038_AJY.par, Start_word, NN, no_pause, s_stress, 0, 18.8, 0.9, 6.3, 6.3, 29.94
a, g331acn2_001_AJX.par, End_word, NE, no_pause, s_stress, 0, 15.3, 0.8, 5.7, 5.7, 59.94
a, g331acn2_003_AJX.par, Middle_word, ADV, no_pause, p_stress, 0, 12.8, 1.1, 5.0, 6.1, 99.94
a, g331acn2_003_AJX.par, Middle_word, VVFIN, no_pause, p_stress, 0, 12.8, 0.9, 5.0, 6.1, 29.94
a, g331acn2_003_AJX.par, Middle_word, APPRART, no_pause, p_stress, 0, 12.8, 0.8, 5.0, 6.1, 69.94
a, g331acn2_003_AJX.par, Middle_word, ORD, no_pause, s_stress, 0, 12.8, 0.7, 5.0, 6.1, 69.94
a, g331acn2_003_AJX.par, Middle_word, ORD, no_pause, s_stress, 0, 12.8, 1.1, 5.0, 6.1, 59.94
a, g331acn2_003_AJX.par, Middle_word, VVINF, no_pause, p_stress, 0, 12.8, 0.5, 5.0, 6.1, 99.94
a, g331acn2_003_AJX.par, Middle_word, APPRART, no_pause, p_stress, 0, 12.8, 2.3, 5.0, 6.1, 29.94
a, g331acn2_005_AJX.par, Start_word, PDS, no_pause, none, 0, 11.1, 0.5, 4.7, 5.2, 79.94
a, g331acn2_007_AJX.par, Start_word, ADV, no_pause, p_stress, 0, 12.2, 1.5, 5.2, 6.1, 29.94
a, g331acn2_007_AJX.par, Middle_word, KOUS, no_pause, p_stress, 0, 12.2, 0.9, 5.2, 6.1, 79.94
a, g331acn2_007_AJX.par, Middle_word, ADJA, no_pause, p_stress, 0, 12.2, 0.4, 5.2, 6.1, 119.94
a, g331acn2_007_AJX.par, Middle_word, APPRART, no_pause, p_stress, 0, 12.2, 0.9, 5.2, 6.1, 109.94
a, g331acn2_007_AJX.par, Middle_word, APPRART, no_pause, p_stress, 0, 12.2, 0.5, 5.2, 6.1, 169.94
a, g331acn2_007_AJX.par, Middle_word, APPRART, no_pause, p_stress, 0, 12.2, 0.5, 5.2, 6.1, 79.94
a, g331acn2_007_AJX.par, Middle_word, PDS, no_pause, none, 0, 12.2, 1.3, 5.2, 6.1, 79.94
a, g331acn2_007_AJX.par, Middle_word, VVINF, no_pause, p_stress, 0, 12.2, 0.6, 5.2, 6.1, 59.94
a, g331acn2_007_AJX.par, Middle_word, APPRART, no_pause, p_stress, 0, 12.2, 1.6, 5.2, 6.1, 39.94
a, g331acn2_007_AJX.par, Middle_word, PDS, no_pause, none, 0, 12.2, 1.7, 5.2, 6.1, 29.94
a, g331acn2_007_AJX.par, Middle_word, VVINF, no_pause, p_stress, 0, 12.2, 0.7, 5.2, 6.1, 169.94
a, g331acn2_007_AJX.par, Middle_word, ADV, no_pause, p_stress, 0, 12.2, 0.6, 5.2, 6.1, 109.94
a, g331acn2_007_AJX.par, Middle_word, ADJD, no_pause, p_stress, 0, 12.2, 0.9, 5.2, 6.1, 69.94
a, g331acn2_010_AJX.par, Middle_word, ADV, no_pause, p_stress, 0, 14.9, 2.2, 6.7, 8.1, 29.94
a, g331acn2_010_AJX.par, Middle_word, ADJA, no_pause, p_stress, 0, 14.9, 1.0, 6.7, 8.1, 99.94
a, g331acn2_010_AJX.par, Middle_word, ADV, no_pause, p_stress, 0, 14.9, 1.5, 6.7, 8.1, 39.94
a, g331acn2_010_AJX.par, Middle_word, PTKA, no_pause, p_stress, 0, 14.9, 1.3, 6.7, 8.1, 59.94
a, g331acn2_010_AJX.par, End_word, CARD, no_pause, p_stress, 0, 14.9, 0.8, 6.7, 8.1, 89.94
a, g331acn2_017_AJX.par, Start_word, ADV, no_pause, p_stress, 0, 13.0, 0.9, 5.3, 7.0, 69.94
a, g331acn2_017_AJX.par, Middle_word, ADV, no_pause, none, 0, 13.0, 0.5, 5.3, 7.0, 219.94
a, g331acn2_017_AJX.par, Middle_word, PWAV, no_pause, p_stress, 0, 13.0, 1.1, 5.3, 7.0, 59.94
a, g331acn2_017_AJX.par, Middle_word, PWS, no_pause, p_stress, 0, 13.0, 1.1, 5.3, 7.0, 89.94
a, g331acn2_020_AJX.par, Middle_word, ADV, no_pause, p_stress, 0, 12.5, 1.1, 5.2, 6.6, 59.94
a, g331acn2_022_AJX.par, Middle_word, VAFIN, no_pause, p_stress, 0, 12.6, 1.1, 5.1, 5.8, 29.94
a, g331acn2_022_AJX.par, Middle_word, NN, no_pause, s_stress, 0, 12.6, 0.8, 5.1, 5.8, 69.94
a, g331acn2_022_AJX.par, Middle_word, CARD, no_pause, s_stress, 0, 12.6, 1.0, 5.1, 5.8, 89.94
a, g331acn2_022_AJX.par, Middle_word, NE, no_pause, p_stress, 0, 12.6, 0.4, 5.1, 5.8, 289.94
a, g331acn2_022_AJX.par, Middle_word, ITJ, no_pause, p_stress, 0, 12.6, 0.6, 5.1, 5.8, 109.94
a, g331acn2_022_AJX.par, Middle_word, PAV, no_pause, none, 0, 12.6, 1.0, 5.1, 5.8, 69.94
a, g331acn2_022_AJX.par, Middle_word, NN, no_pause, s_stress, 0, 12.6, 0.8, 5.1, 5.8, 129.94
a, g331acn2_024_AJX.par, Start_word, ADV, near_pause, p_stress, 1, 15.8, 1.1, 6.0, 8.6, 49.94
a, g331acn2_024_AJX.par, Middle_word, PRELS, no_pause, none, 0, 15.8, 0.4, 6.0, 8.6, 99.94
a, g331acn2_024_AJX.par, Middle_word, PDS, no_pause, none, 0, 15.8, 1.1, 6.0, 8.6, 49.94
a, g331acn2_024_AJX.par, Middle_word, NN, no_pause, s_stress, 0, 15.8, 1.0, 6.0, 8.6, 29.94
a, g331acn2_024_AJX.par, Middle_word, VAFIN, no_pause, p_stress, 0, 15.8, 1.2, 6.0, 8.6, 29.94
a, g331acn2_024_AJX.par, Middle_word, ADV, no_pause, p_stress, 0, 15.8, 1.0, 6.0, 8.6, 69.94
a, g331acn2_024_AJX.par, Middle_word, PDS, no_pause, none, 0, 15.8, 1.3, 6.0, 8.6, 69.94
a, g331acn2_024_AJX.par, Middle_word, ADJD, no_pause, p_stress, 0, 15.8, 1.1, 6.0, 8.6, 69.94
a, g331acn2_024_AJX.par, Middle_word, ADJD, no_pause, p_stress, 0, 15.8, 1.0, 6.0, 8.6, 119.94
a, g331acn2_024_AJX.par, Middle_word, ADV, no_pause, p_stress, 0, 15.8, 0.8, 6.0, 8.6, 89.94
a, g331acn2_024_AJX.par, Middle_word, APPRART, no_pause, p_stress, 0, 15.8, 1.3, 6.0, 8.6, 29.94
a, g331acn2_024_AJX.par, End_word, ADJD, no_pause, none, 0, 15.8, 0.8, 6.0, 8.6, 79.94
a, g331acn2_026_AJX.par, Start_word, ADV, near_pause, p_stress, 0, 14.9, 1.3, 5.4, 8.0, 49.94
a, g331acn2_026_AJX.par, Middle_word, PDS, no_pause, none, 0, 14.9, 0.9, 5.4, 8.0, 89.94
a, g331acn2_026_AJX.par, Middle_word, PDS, no_pause, none, 0, 14.9, 0.8, 5.4, 8.0, 69.94
a, g331acn2_026_AJX.par, Middle_word, ADV, no_pause, p_stress, 0, 14.9, 0.8, 5.4, 8.0, 59.94
a, g331acn2_026_AJX.par, Middle_word, PDS, no_pause, none, 0, 14.9, 0.9, 5.4, 8.0, 79.94
a, g331acn2_030_AJX.par, Middle_word, ADV, no_pause, p_stress, 0, 14.6, 0.9, 6.0, 8.1, 39.94
a, g331acn2_030_AJX.par, Middle_word, PWS, no_pause, p_stress, 0, 14.6, 0.5, 6.0, 8.1, 139.94
a, g331acn2_030_AJX.par, Middle_word, PIS, no_pause, p_stress, 0, 14.6, 0.8, 6.0, 8.1, 49.94
a, g331acn2_030_AJX.par, Middle_word, NE, no_pause, none, 0, 14.6, 0.9, 6.0, 8.1, 39.94
a, g331acn2_030_AJX.par, End_word, VMFIN, no_pause, p_stress, 0, 14.6, 0.6, 6.0, 8.1, 49.94
a, g331acn2_032_AJX.par, Middle_word, ADV, no_pause, p_stress, 0, 15.4, 1.4, 6.4, 8.1, 49.94
a, g331acn2_032_AJX.par, Middle_word, PWS, no_pause, p_stress, 0, 15.4, 1.2, 6.4, 8.1, 59.94
a, g331acn2_032_AJX.par, Middle_word, PDS, no_pause, none, 0, 15.4, 0.9, 6.4, 8.1, 89.94
a, g331acn2_032_AJX.par, Middle_word, ADV, no_pause, p_stress, 0, 15.4, 0.6, 6.4, 8.1, 99.94
a, g331acn2_032_AJX.par, End_word, NE, no_pause, none, 0, 15.4, 1.2, 6.4, 8.1, 29.94
a, g331acn2_032_AJX.par, End_word, VVINF, no_pause, p_stress, 0, 15.4, 1.0, 6.4, 8.1, 29.94
a, g331acn2_034_AJX.par, Start_word, ADV, no_pause, p_stress, 0, 15.9, 1.7, 5.8, 6.6, 39.94
a, g331acn2_034_AJX.par, Middle_word, PDS, no_pause, none, 0, 15.9, 1.1, 5.8, 6.6, 69.94
a, g331acn2_034_AJX.par, Middle_word, PDS, no_pause, none, 0, 15.9, 0.7, 5.8, 6.6, 119.94
a, g331acn2_034_AJX.par, Middle_word, ADV, no_pause, p_stress, 0, 15.9, 1.1, 5.8, 6.6, 59.94
a, g331acn2_034_AJX.par, End_word, ADJD, no_pause, p_stress, 0, 15.9, 1.0, 5.8, 6.6, 59.94
a, g331acn2_036_AJX.par, Middle_word, ADV, no_pause, p_stress, 0, 14.2, 1.1, 5.7, 6.8, 79.94
a, g331acn2_036_AJX.par, Middle_word, ADV, no_pause, p_stress, 0, 14.2, 1.0, 5.7, 6.8, 69.94
a, g331acn2_036_AJX.par, Middle_word, APPRART, no_pause, p_stress, 0, 14.2, 0.8, 5.7, 6.8, 119.94
a, g331acn2_036_AJX.par, Middle_word, PDS, no_pause, none, 0, 14.2, 1.1, 5.7, 6.8, 49.94
a, g331acn2_036_AJX.par, Middle_word, CARD, no_pause, p_stress, 0, 14.2, 1.0, 5.7, 6.8, 79.94
a, g331acn2_036_AJX.par, Middle_word, ADV, no_pause, p_stress, 0, 14.2, 1.3, 5.7, 6.8, 49.94
a, g331acn2_036_AJX.par, Middle_word, ADV, no_pause, none, 0, 14.2, 0.8, 5.7, 6.8, 119.94
a, g331acn2_036_AJX.par, Middle_word, CARD, no_pause, p_stress, 0, 14.2, 1.0, 5.7, 6.8, 99.94
a, g331acn2_036_AJX.par, Middle_word, ADJD, no_pause, p_stress, 0, 14.2, 0.8, 5.7, 6.8, 49.94
a, g331acn2_036_AJX.par, Middle_word, APPRART, no_pause, p_stress, 0, 14.2, 1.2, 5.7, 6.8, 79.94
a, g331acn2_036_AJX.par, Middle_word, ADV, no_pause, p_stress, 0, 14.2, 0.6, 5.7, 6.8, 109.94
a, g331acn2_036_AJX.par, End_word, NE, no_pause, s_stress, 0, 14.2, 0.9, 5.7, 6.8, 89.94
a, g334acn1_000_AJZ.par, Middle_word, NE, no_pause, p_stress, 0, 13.6, 0.8, 5.6, 6.8, 99.94
a, g334acn1_000_AJZ.par, Middle_word, NE, no_pause, none, 0, 13.6, 1.0, 5.6, 6.8, 59.94
a, g334acn1_000_AJZ.par, Middle_word, VVPP, no_pause, p_stress, 0, 13.6, 1.4, 5.6, 6.8, 59.94
a, g334acn1_000_AJZ.par, Middle_word, PDS, no_pause, none, 0, 13.6, 1.2, 5.6, 6.8, 69.94
a, g334acn1_002_AJZ.par, Start_word, PDS, near_pause, none, 0, 13.0, 0.7, 5.1, 6.6, 89.94
a, g334acn1_002_AJZ.par, Middle_word, NE, no_pause, p_stress, 0, 13.0, 1.1, 5.1, 6.6, 69.94
a, g334acn1_002_AJZ.par, Middle_word, ADV, no_pause, p_stress, 0, 13.0, 0.7, 5.1, 6.6, 29.94
a, g334acn1_002_AJZ.par, Middle_word, VVFIN, no_pause, p_stress, 0, 13.0, 0.6, 5.1, 6.6, 89.94
a, g334acn1_002_AJZ.par, Middle_word, PWAV, no_pause, p_stress, 0, 13.0, 0.5, 5.1, 6.6, 89.94
a, g334acn1_002_AJZ.par, Middle_word, NE, no_pause, p_stress, 0, 13.0, 0.8, 5.1, 6.6, 69.94
a, g334acn1_002_AJZ.par, Middle_word, PTKA, no_pause, p_stress, 0, 13.0, 1.3, 5.1, 6.6, 49.94
a, g334acn1_002_AJZ.par, Middle_word, PAV, no_pause, none, 0, 13.0, 0.8, 5.1, 6.6, 69.94
a, g334acn1_002_AJZ.par, Middle_word, ADV, no_pause, p_stress, 0, 13.0, 1.2, 5.1, 6.6, 39.94
a, g334acn1_002_AJZ.par, Middle_word, ADV, no_pause, p_stress, 0, 13.0, 1.4, 5.1, 6.6, 39.94
a, g334acn1_002_AJZ.par, Middle_word, VMFIN, no_pause, p_stress, 0, 13.0, 1.3, 5.1, 6.6, 29.94
a, g334acn1_002_AJZ.par, Middle_word, PDS, no_pause, none, 0, 13.0, 1.4, 5.1, 6.6, 49.94
a, g334acn1_004_AJZ.par, Start_word, KOUS, near_pause, p_stress, 1, 14.5, 1.3, 5.4, 6.4, 39.94
a, g334acn1_004_AJZ.par, Middle_word, ADV, no_pause, p_stress, 0, 14.5, 1.2, 5.4, 6.4, 69.94
a, g334acn1_007_AJZ.par, Middle_word, ADV, no_pause, p_stress, 0, 15.3, 1.0, 6.4, 7.3, 69.94
a, g334acn1_007_AJZ.par, Middle_word, ADV, no_pause, p_stress, 0, 15.3, 0.5, 6.4, 7.3, 69.94
a, g334acn1_007_AJZ.par, Middle_word, ADJA, no_pause, p_stress, 0, 15.3, 1.5, 6.4, 7.3, 29.94
a, g334acn1_007_AJZ.par, Middle_word, PDS, no_pause, none, 0, 15.3, 1.2, 6.4, 7.3, 39.94
a, g334acn1_007_AJZ.par, Middle_word, ADV, no_pause, p_stress, 1, 15.3, 0.9, 6.4, 7.3, 69.94
a, g334acn1_007_AJZ.par, Middle_word, ADV, no_pause, p_stress, 0, 15.3, 1.1, 6.4, 7.3, 79.94
a, g334acn1_007_AJZ.par, Middle_word, PDS, no_pause, none, 0, 15.3, 1.5, 6.4, 7.3, 29.94
a, g334acn1_007_AJZ.par, Middle_word, PDS, no_pause, none, 0, 15.3, 0.8, 6.4, 7.3, 79.94
a, g334acn1_007_AJZ.par, Middle_word, NE, no_pause, p_stress, 0, 15.3, 0.7, 6.4, 7.3, 39.94
a, g334acn1_010_AJZ.par, Start_word, PDS, near_pause, none, 0, 17.1, 1.2, 7.0, 9.4, 39.94
a, g334acn1_010_AJZ.par, Middle_word, ADJD, no_pause, p_stress, 0, 17.1, 1.2, 7.0, 9.4, 59.94
a, g334acn1_010_AJZ.par, Middle_word, VMFIN, no_pause, p_stress, 0, 17.1, 1.4, 7.0, 9.4, 49.94
a, g334acn1_010_AJZ.par, Middle_word, ADV, no_pause, p_stress, 0, 17.1, 1.3, 7.0, 9.4, 39.94
a, g334acn1_010_AJZ.par, Middle_word, VVFIN, no_pause, s_stress, 0, 17.1, 0.8, 7.0, 9.4, 49.94
a, g334acn1_010_AJZ.par, Middle_word, NN, no_pause, p_stress, 0, 17.1, 1.0, 7.0, 9.4, 79.94
a, g334acn1_010_AJZ.par, Middle_word, VMFIN, no_pause, p_stress, 0, 17.1, 1.1, 7.0, 9.4, 39.94
a, g334acn1_010_AJZ.par, Middle_word, ADV, no_pause, p_stress, 0, 17.1, 1.4, 7.0, 9.4, 39.94
a, g334acn1_010_AJZ.par, Middle_word, VVINF, no_pause, p_stress, 0, 17.1, 0.9, 7.0, 9.4, 79.94
a, g334acn1_010_AJZ.par, Middle_word, PDS, no_pause, none, 0, 17.1, 1.3, 7.0, 9.4, 39.94
a, g334acn1_012_AJZ.par, Middle_word, NE, no_pause, none, 0, 13.8, 0.6, 6.2, 7.4, 39.94
a, g334acn1_012_AJZ.par, Middle_word, APPR, no_pause, p_stress, 0, 13.8, 1.1, 6.2, 7.4, 49.94
a, g334acn1_012_AJZ.par, Middle_word, ADV, no_pause, p_stress, 0, 13.8, 1.5, 6.2, 7.4, 69.94
a, g334acn1_012_AJZ.par, Middle_word, PDS, no_pause, none, 0, 13.8, 1.7, 6.2, 7.4, 39.94
a, g334acn1_016_AJZ.par, Start_word, VVFIN, no_pause, p_stress, 0, 16.6, 0.8, 6.9, 8.8, 29.94
a, g334acn1_016_AJZ.par, Middle_word, PDS, no_pause, none, 0, 16.6, 1.0, 6.9, 8.8, 79.94
a, g334acn1_016_AJZ.par, Middle_word, APPRART, no_pause, p_stress, 0, 16.6, 1.4, 6.9, 8.8, 49.94
a, g334acn1_016_AJZ.par, Middle_word, PDS, no_pause, none, 0, 16.6, 0.8, 6.9, 8.8, 69.94
a, g334acn1_016_AJZ.par, Middle_word, APPR, no_pause, p_stress, 0, 16.6, 1.6, 6.9, 8.8, 49.94
a, g334acn1_016_AJZ.par, Middle_word, CARD, no_pause, s_stress, 0, 16.6, 0.8, 6.9, 8.8, 99.94
a, g334acn1_016_AJZ.par, Middle_word, ITJ, no_pause, p_stress, 0, 16.6, 0.4, 6.9, 8.8, 69.94
a, g334acn1_016_AJZ.par, Middle_word, CARD, no_pause, s_stress, 0, 16.6, 1.0, 6.9, 8.8, 69.94
a, g334acn1_016_AJZ.par, Middle_word, PDS, no_pause, none, 0, 16.6, 1.4, 6.9, 8.8, 59.94
a, g334acn1_018_AJZ.par, Start_word, PDS, near_pause, none, 0, 16.4, 1.2, 6.8, 8.8, 59.94
a, g334acn1_018_AJZ.par, Middle_word, PDS, no_pause, none, 0, 16.4, 1.1, 6.8, 8.8, 69.94
a, g334acn1_018_AJZ.par, Middle_word, VVFIN, no_pause, p_stress, 0, 16.4, 0.6, 6.8, 8.8, 69.94
a, g334acn1_018_AJZ.par, Middle_word, ADV, no_pause, p_stress, 0, 16.4, 1.1, 6.8, 8.8, 49.94
a, g334acn1_018_AJZ.par, Middle_word, PDS, no_pause, none, 0, 16.4, 1.1, 6.8, 8.8, 79.94
a, g334acn1_018_AJZ.par, Middle_word, NN, no_pause, p_stress, 0, 16.4, 0.9, 6.8, 8.8, 29.94
a, g334acn1_018_AJZ.par, Middle_word, NN, no_pause, p_stress, 0, 16.4, 1.8, 6.8, 8.8, 29.94
a, g334acn1_018_AJZ.par, Middle_word, ADV, no_pause, p_stress, 0, 16.4, 1.2, 6.8, 8.8, 49.94
a, g334acn1_018_AJZ.par, End_word, APPRART, no_pause, p_stress, 0, 16.4, 1.8, 6.8, 8.8, 49.94
a, g334acn1_020_AJZ.par, Middle_word, PDS, no_pause, none, 0, 16.4, 1.2, 6.2, 8.3, 59.94
a, g334acn1_020_AJZ.par, Middle_word, ADV, no_pause, p_stress, 0, 16.4, 1.8, 6.2, 8.3, 49.94
